367	392
368	390
369	378
370	370
371	361
372	352
373	377
374	383
375	358
376	359
377	363
378	342
379	376
380	326
381	335
382	331
383	308
384	341
385	335
386	343
387	330
388	341
389	316
390	340
391	315
392	336
393	332
394	342
395	329
396	372
397	339
398	329
399	321
400	320
401	338
402	334
403	350
404	367
405	353
406	337
407	378
408	394
409	354
410	400
411	401
412	398
413	440
414	405
415	407
416	393
417	411
418	454
419	424
420	476
421	432
422	451
423	463
424	489
425	459
426	460
427	485
428	566
429	540
430	548
431	552
432	564
433	569
434	581
435	578
436	571
437	595
438	581
439	620
440	638
441	620
442	680
443	628
444	663
445	704
446	702
447	655
448	725
449	661
450	751
451	652
452	724
453	705
454	762
455	699
456	764
457	757
458	749
459	716
460	778
461	733
462	772
463	749
464	753
465	759
466	734
467	726
468	734
469	695
470	774
471	740
472	748
473	750
474	769
475	730
476	752
477	686
478	763
479	756
480	729
481	663
482	688
483	702
484	728
485	661
486	660
487	676
488	647
489	632
490	701
491	599
492	590
493	607
494	620
495	570
496	549
497	566
498	504
499	550
500	542
501	502
502	500
503	514
504	522
505	469
506	458
507	408
508	445
509	357
510	391
511	382
512	390
513	373
514	344
515	310
516	344
517	307
518	273
519	275
520	281
521	237
522	256
523	263
524	268
525	207
526	215
527	214
528	211
529	188
530	186
531	186
532	155
533	160
534	159
535	139
536	128
537	118
538	106
539	111
540	108
541	90
542	111
543	92
544	78
545	79
546	87
547	67
548	74
549	63
550	57
551	50
552	45
553	41
554	49
555	39
556	34
557	36
558	42
559	33
560	22
561	26
562	18
563	17
564	19
565	32
566	18
567	13
568	20
569	14
570	15
571	6
572	11
573	11
574	10
575	9
576	10
577	12
578	6
579	8
580	8
581	4
582	3
583	3
584	3
585	3
586	2
587	1
588	1
589	3
590	1
591	3
592	1
593	0
594	2
595	0
596	0
597	1
598	0
599	0
600	2
601	0
602	0
603	0
604	0
605	1
606	0
607	1
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	2
618	0
619	0
620	0
621	1
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
